"","from","to"
"11603","59041","59051"
"11604","59051","58991"
"11605","58991","59009"
"11606","59009","59069"
"11607","59069","59059"
"11608","59059","59049"
"11609","59049","59039"
"11610","59039","59029"
"11611","59029","59019"
"11612","59019","55289"
"11613","55289","68111"
"11614","68111","65199"
"11615","65199","77339"
"11616","77339","77289"
"11617","77289","77239"
"11618","77239","77249"
"11619","77249","78049"
"11620","78049","77019"
"11621","77019","77029"
"11622","77029","77039"
"11623","77039","77049"
"11624","77049","77059"
"11625","77059","78069"
"11626","78069","78059"
"11627","78059","98099"
"11628","98099","98019"
"11629","98019","76249"
"11630","76249","76239"
"11631","76239","76039"
"11632","76039","76109"
"11633","76109","76099"
"11634","76099","76089"
"11635","76089","76079"
"11636","76079","76061"
"11637","76061","76051"
"11638","76051","75019"
"11639","75009","76059"
"11640","76059","76131"
"11641","76131","76141"
"11642","76141","76151"
"11643","76151","76161"
"11644","76161","76171"
"11645","76171","76091"
"11646","76091","76101"
"11647","76101","76231"
"11648","76231","76241"
"11649","76241","98011"
"11650","98011","98091"
"11651","98091","78211"
"11652","78211","78201"
"11653","78201","78229"
"11654","78229","78111"
"11655","78111","78101"
"11656","78101","77371"
"11657","77371","77321"
"11658","77321","77021"
"11659","77021","77011"
"11660","77011","77069"
"11661","77069","77301"
"11662","77301","77311"
"11663","77311","77161"
"11664","77161","77281"
"11665","77281","77331"
"11666","77289","77169"
"11667","77169","77319"
"11668","77319","77309"
"11669","77309","77061"
"11670","77061","78049"
"11671","78049","77019"
"11672","77019","77029"
"11673","77029","77329"
"11674","77329","77379"
"11675","77379","77009"
"11676","13109","13211"
"11677","13121","13141"
"11678","13141","13191"
"11679","42151","42161"
"11680","42161","42171"
"11681","42171","42181"
"11682","42181","42191"
"11683","42191","43201"
"11684","43201","43191"
"11685","43191","43181"
"11686","43181","43171"
"11687","43171","43419"
"11688","43419","43469"
"11689","43469","43601"
"11690","43601","43571"
"11691","43571","43581"
"11692","43581","43521"
"11693","44129","44449"
"11694","44449","44459"
"11695","44459","44521"
"11696","44521","44511"
"11697","44511","44689"
"11698","44689","44629"
"11699","44629","44509"
"11700","44509","44499"
"11701","44499","45231"
"11702","45231","45241"
"11703","45241","45251"
"11704","45251","45311"
"11705","45311","45261"
"11706","45261","45271"
"11707","45271","45321"
"11708","45321","45389"
"11709","45389","45401"
"11710","45401","45411"
"11711","45411","45421"
"11712","45421","45439"
"11713","45439","45399"
"11714","45399","45329"
"11715","45329","45351"
"11716","45351","45371"
"11717","45371","45361"
"11718","45361","45301"
"11719","75009","76191"
"11720","76191","76201"
"11721","76201","76211"
"11722","76211","76221"
"11723","76221","76231"
"11724","76231","76241"
"11725","76241","98301"
"11726","98301","98311"
"11727","98311","97049"
"11728","97049","97039"
"11729","97039","97141"
"11730","97141","97301"
"11731","97301","97311"
"11732","97311","97331"
"11733","97331","97321"
"11734","97321","97059"
"11735","97059","98319"
"11736","98319","98309"
"11737","98309","76249"
"11738","76249","76239"
"11739","76239","76229"
"11740","76229","76219"
"11741","76219","76209"
"11742","76209","76199"
"11743","76199","75009"
"11744","84009","84029"
"11745","84029","84019"
"11746","84019","83249"
"11747","83249","83239"
"11748","83239","93119"
"11749","93119","93069"
"11750","93069","93059"
"11751","93059","92159"
"11752","92159","92149"
"11753","92149","92139"
"11754","92139","92129"
"11755","92129","92119"
"11756","92119","92109"
"11757","92109","92099"
"11758","92099","92161"
"11759","92161","82071"
"11760","82071","82081"
"11761","82081","82091"
"11762","82091","82109"
"11763","82109","81069"
"11764","81069","81049"
"11765","81049","81029"
"11766","81029","81231"
"11767","81231","81081"
"11768","81081","81091"
"11769","81091","70011"
"11770","70011","70151"
"11771","70151","70161"
"11772","70161","70171"
"11773","70171","70181"
"11774","70181","70191"
"11775","70191","70201"
"11776","70201","70211"
"11777","70211","70221"
"11778","70221","70231"
"11779","70231","70241"
"11780","70241","70019"
"11781","70019","81099"
"11782","81099","81089"
"11783","81089","81011"
"11784","81011","81031"
"11785","81031","81051"
"11786","81051","82119"
"11787","82119","82099"
"11788","82099","82089"
"11789","82089","82079"
"11790","82079","92169"
"11791","92169","92091"
"11792","92091","92101"
"11793","92101","92111"
"11794","92111","92121"
"11795","92121","92131"
"11796","92131","92141"
"11797","92141","92151"
"11798","92151","93051"
"11799","93051","93061"
"11800","93061","93111"
"11801","93111","83231"
"11802","83231","84011"
"11803","84011","84021"
"11804","84021","84009"
"11805","84009","84029"
"11806","84029","84019"
"11807","84019","83249"
"11808","83249","83239"
"11809","83239","93119"
"11810","93119","93129"
"11811","93129","93199"
"11812","93199","93149"
"11813","93149","93159"
"11814","93159","93169"
"11815","93169","93179"
"11816","93179","93189"
"11817","93189","92199"
"11818","92199","92289"
"11819","92289","92059"
"11820","92059","92049"
"11821","92049","92241"
"11822","92241","92161"
"11823","92161","82071"
"11824","82071","81199"
"11825","81199","81189"
"11826","81189","81179"
"11827","81179","80279"
"11828","80279","91099"
"11829","91099","91089"
"11830","91089","91111"
"11831","91111","91101"
"11832","91101","92261"
"11833","92261","92251"
"11834","92191","93181"
"11835","93181","93171"
"11836","93171","93161"
"11837","93161","93151"
"11838","93151","93049"
"11839","93049","93039"
"11840","93039","93201"
"11841","93201","93121"
"11842","93121","93111"
"11843","93111","83231"
"11844","83231","84011"
"11845","84011","84021"
"11846","84021","84009"
"11847","77009","77179"
"11848","77179","77031"
"11849","77031","77021"
"11850","77021","77011"
"11851","77011","77181"
"11852","77181","77071"
"11853","77071","77081"
"11854","77081","77091"
"11855","77091","77101"
"11856","77101","77111"
"11857","77111","77129"
"11858","77129","77119"
"11859","77119","77109"
"11860","77109","77099"
"11861","77099","77089"
"11862","77089","77079"
"11863","77079","77189"
"11864","77189","78049"
"11865","78049","77019"
"11866","77019","77029"
"11867","77029","77039"
"11868","77039","77171"
"11869","77171","77009"
"11870","22009","22489"
"11871","22489","21371"
"11872","21371","27091"
"11873","27091","27101"
"11874","27101","27121"
"11875","27121","31011"
"11876","31011","31021"
"11877","31021","31031"
"11878","31031","31041"
"11879","31041","31051"
"11880","31051","31149"
"11881","31149","31139"
"11882","31139","31129"
"11883","31129","31009"
"11884","31009","31121"
"11885","31121","31131"
"11886","31131","31141"
"11887","31141","31061"
"11888","31061","31071"
"11889","31071","31201"
"11890","31201","31211"
"11891","31211","31079"
"11892","31079","31069"
"11893","31069","31059"
"11894","31059","31049"
"11895","31049","31039"
"11896","31039","31029"
"11897","31029","31019"
"11898","31019","27129"
"11899","27129","27109"
"11900","27109","27099"
"11901","27099","21379"
"11902","21379","22481"
"11903","22481","22009"
"11904","28009","28441"
"11905","28441","28311"
"11906","28311","28631"
"11907","28631","28641"
"11908","28641","28661"
"11909","28661","28671"
"11910","28671","28681"
"11911","28681","28691"
"11912","28691","28701"
"11913","28701","28101"
"11914","28101","42201"
"11915","42201","42211"
"11916","42211","42221"
"11917","42221","42231"
"11918","42231","42169"
"11919","42169","42159"
"11920","42159","42259"
"11921","42259","42089"
"11922","42089","42071"
"11923","42071","42151"
"11924","42151","42161"
"11925","42161","42239"
"11926","42239","42229"
"11927","42229","42219"
"11928","42219","42209"
"11929","42209","28109"
"11930","28109","28709"
"11931","28709","28699"
"11932","28699","28689"
"11933","28689","28679"
"11934","28679","28669"
"11935","28669","28649"
"11936","28649","28639"
"11937","28639","28319"
"11938","28319","28449"
"11939","28449","28009"
"11940","53009","53261"
"11941","53261","53391"
"11942","53391","53381"
"11943","53381","53371"
"11944","53371","53321"
"11945","53321","53331"
"11946","53331","53341"
"11947","53341","53351"
"11948","53351","53361"
"11949","53361","53069"
"11950","53069","53059"
"11951","53059","53049"
"11952","53049","53299"
"11953","53299","53129"
"11954","53129","53319"
"11955","53319","53309"
"11956","53309","53419"
"11957","53419","53409"
"11958","53409","53281"
"11959","53281","53271"
"11960","53271","53009"
"11961","53009","53279"
"11962","53279","53289"
"11963","53289","53401"
"11964","53401","53221"
"11965","53221","53301"
"11966","53301","53311"
"11967","53311","53121"
"11968","53121","53291"
"11969","53291","53179"
"11970","53179","53041"
"11971","53041","53051"
"11972","53051","53061"
"11973","53061","53369"
"11974","53369","53359"
"11975","53359","53349"
"11976","53349","53339"
"11977","53339","53329"
"11978","53329","53379"
"11979","53379","53389"
"11980","53389","53399"
"11981","53399","53269"
"11982","53269","53009"
"11983","53009","53279"
"11984","53279","53289"
"11985","53289","53401"
"11986","53401","53221"
"11987","53221","53301"
"11988","53301","53311"
"11989","53311","53121"
"11990","53121","53291"
"11991","53291","53179"
"11992","53179","53041"
"11993","53041","53051"
"11994","53051","53061"
"11995","53061","53369"
"11996","53369","53359"
"11997","53359","53349"
"11998","53349","53339"
"11999","53339","53329"
"12000","53329","53379"
"12001","53379","53389"
"12002","53389","53399"
"12003","53399","53269"
"12004","53269","53009"
"12005","53009","53261"
"12006","53261","53391"
"12007","53391","53381"
"12008","53381","53371"
"12009","53371","53321"
"12010","53321","53331"
"12011","53331","53341"
"12012","53341","53351"
"12013","53351","53361"
"12014","53361","53069"
"12015","53069","53059"
"12016","53059","53049"
"12017","53049","53299"
"12018","53299","53129"
"12019","53129","53319"
"12020","53319","53309"
"12021","53309","53419"
"12022","53419","53409"
"12023","53409","53281"
"12024","53281","53271"
"12025","53271","53009"
"12026","83321","83331"
"12027","83331","83341"
"12028","83341","83351"
"12029","83351","83361"
"12030","83361","83371"
"12031","83371","83381"
"12032","83381","83329"
"12033","83329","83081"
"12034","83081","83251"
"12035","83251","83261"
"12036","83261","83271"
"12037","83271","83281"
"12038","83281","83279"
"12039","83279","83269"
"12040","83269","83249"
"12041","83249","83229"
"12042","83229","83219"
"12043","83219","83181"
"12044","83181","83191"
"12045","83191","83201"
"12046","83201","83321"
"12047","65009","65259"
"12048","65259","65409"
"12049","65409","65141"
"12050","65141","65431"
"12051","65431","67591"
"12052","67591","67411"
"12053","67411","67441"
"12054","67441","67611"
"12055","67611","67601"
"12056","67601","67629"
"12057","67629","64621"
"12058","64621","64461"
"12059","64461","66499"
"12060","66499","66489"
"12061","66489","64119"
"12062","64119","64109"
"12063","64109","63219"
"12064","63219","63209"
"12065","63209","63199"
"12066","63199","63189"
"12067","63189","63179"
"12068","63179","63369"
"12069","63369","66379"
"12070","66379","66359"
"12071","66359","62141"
"12072","62141","62059"
"12073","62059","62049"
"12074","62049","62039"
"12075","62039","62029"
"12076","62029","62019"
"12077","62019","70309"
"12078","70309","70299"
"12079","70299","70289"
"12080","70289","70279"
"12081","70279","70269"
"12082","70269","70259"
"12083","70259","81101"
"12084","81101","81111"
"12085","81111","82119"
"12086","82119","82099"
"12087","82099","82089"
"12088","82089","82079"
"12089","82079","92169"
"12090","92169","92249"
"12091","92249","92041"
"12092","92041","92051"
"12093","92051","92061"
"12094","92061","92071"
"12095","92071","92081"
"12096","92081","93011"
"12097","93011","93021"
"12098","93021","93031"
"12099","93031","93041"
"12100","93041","93139"
"12101","93139","94011"
"12102","94011","94021"
"12103","94021","94031"
"12104","94031","94041"
"12105","94041","94051"
"12106","94051","94061"
"12107","94061","94009"
"12108","94009","94069"
"12109","94069","94059"
"12110","94059","94049"
"12111","94049","94089"
"12112","94089","94039"
"12113","94039","94029"
"12114","94029","94019"
"12115","94019","93131"
"12116","93131","93049"
"12117","93049","93039"
"12118","93039","93201"
"12119","93201","93029"
"12120","93029","93019"
"12121","93019","92089"
"12122","92089","92079"
"12123","92079","92069"
"12124","92069","92059"
"12125","92059","92049"
"12126","92049","92241"
"12127","92241","92161"
"12128","92161","82071"
"12129","82071","82081"
"12130","82081","82091"
"12131","81129","81119"
"12132","81119","81109"
"12133","81109","70251"
"12134","70251","70261"
"12135","70261","70271"
"12136","70271","70281"
"12137","70281","70291"
"12138","70291","70301"
"12139","70301","62011"
"12140","62011","62021"
"12141","62021","62031"
"12142","62031","62041"
"12143","62041","62051"
"12144","62051","62149"
"12145","62149","66351"
"12146","66351","66371"
"12147","66371","63361"
"12148","63361","63181"
"12149","63181","63191"
"12150","63191","63201"
"12151","63201","63211"
"12152","63211","64101"
"12153","64101","64111"
"12154","64111","66481"
"12155","66481","66491"
"12156","66491","64469"
"12157","64469","64629"
"12158","64629","67621"
"12159","67621","67609"
"12160","67609","67619"
"12161","67619","67449"
"12162","67449","67419"
"12163","67419","67599"
"12164","67599","65439"
"12165","65439","65149"
"12166","65149","65401"
"12167","65401","65009"
"12168","65009","65259"
"12169","65259","65409"
"12170","65409","65141"
"12171","65141","65431"
"12172","65431","67591"
"12173","67591","67411"
"12174","67411","67441"
"12175","67441","67611"
"12176","67611","67601"
"12177","70279","70269"
"12178","70269","70259"
"12179","70259","81101"
"12180","81101","81111"
"12181","81111","82119"
"12182","82119","82099"
"12183","82099","82089"
"12184","82089","82079"
"12185","82079","92169"
"12186","92169","92249"
"12187","92249","92041"
"12188","92041","92051"
"12189","92059","92049"
"12190","92049","92241"
"12191","92241","92161"
"12192","92161","82071"
"12193","82071","82081"
"12194","82081","82091"
"12195","81129","81119"
"12196","81119","81109"
"12197","81109","70251"
"12198","70251","70261"
"12199","70261","70271"
"12200","67609","67619"
"12201","67619","67449"
"12202","67449","67419"
"12203","67419","67599"
"12204","67599","65439"
"12205","65439","65149"
